醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3501162806,康田診所,,台北市北投區自強街７６號,02 28210988,106/04/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501163036,黃正宏診所,,台北市北投區西安街１段３５９號,02 28217076,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501172893,姚醫師診所,,台北市信義區忠孝東路５段３９６號２樓,02 87898822,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501173336,登瑞安診所,,台北市信義區林口街２３２號１樓,02 27265228,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501173425,林應然小兒科診所,,台北市信義區福德街７５號,02 27595328,105/10/21,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501181534,雙合耳鼻喉科聯合診所,,台北市中正區汀州路１段 ９６號,02 23055690,106/03/03,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501181614,張孟源內科診所,,台北巿中正區中華路２段３２５號,02 23098600,105/10/03,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501183592,奕康耳鼻喉科診所,,台北市中正區連雲街７２號２樓,02 23212788,105/10/24,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501183850,健康101診所,,台北市中正區牯嶺街９７號１樓,02 23645143,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501183850,健康101診所,,台北市中正區牯嶺街９７號１樓,02 23645143,105/08/29,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501190168,萬華劉小兒科診所,,台北市萬華區康定路１５８號,02 23813156,105/11/09,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501192537,裕仁診所,,台北市萬華區萬大路１１７號２樓、西藏路２９２號２樓,02 23363229,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501194166,新和診所,,台北市萬華區萬大路２８４號,02 23077007,106/03/03,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501194657,永康診所,,台北市萬華區桂林路４７號１樓２樓及地下１樓,02 23123455,106/03/30,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501195270,萬華衛康內科診所,V,台北市萬華區萬大路２５０號,02 23092807,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501195270,萬華衛康內科診所,,台北市萬華區萬大路２５０號,02 23092807,105/08/29,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501195289,艋舺通安診所,,台北市萬華區環河南路２段２４２號、２４２之１號,02 23089862,106/02/06,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501195289,艋舺通安診所,,台北市萬華區環河南路２段２４２號、２４２之１號,02 23089862,106/03/30,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501195565,李明儒耳鼻喉科診所,,台北市萬華區青年路１０號,02 23038181,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501195663,光晶妍眼科診所,,台北市萬華區萬大路３５５號（含夾層）,02 23013556,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3501195663,光晶妍眼科診所,,台北市萬華區萬大路３５５號（含夾層）,02 23013556,105/08/29,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3501195832,福全身心科診所,,台北市萬華區中華路２段６００號,02 23327712,106/03/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3502030947,國聖診所,,高雄市左營區文慈路１５０號１樓,07 3506203,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502032192,金仁福診所,,高雄市左營區華夏路２２８號１樓,07 5529843,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502032227,李凱斌小兒科診所,,高雄市左營區文莊路５３號,07 3454784,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502032325,華夏診所,,高雄市左營區華夏路７０８號１樓,07 3453961,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502032432,薛智峰耳鼻喉科診所,,高雄市左營區華夏路７０３號１樓,07 3439190,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502032790,康澤小兒科診所,,高雄市左營區自由三路３８２號１樓,07 3453356,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502032861,陳俊男診所,,高雄市左營區自由二路２１６號１樓,07 5506531,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502033297,福山診所,,高雄市左營區重愛路２１８號１樓,07 3482323,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502040354,賴聰宏小兒科診所,,高雄市楠梓區軍校路６６４，６６６號,07 3630769,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502040505,王新台婦產科診所,,高雄市楠梓區宏昌里後昌路９７２號,07 3653166,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502040649,楊雲志診所,,高雄市楠梓區軍校路６７６號１Ｆ,07 3643826,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502041860,孫欲珍小兒科家庭醫學科診所,,高雄市楠梓區海專路２３７號１樓,07 3613709,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502042303,林自強內科診所,,高雄市楠梓區楠都東街２２２號,07 3553110,105/10/13,107/12/31,HM02030001,國軍左營醫院
3502051599,徐樹本小兒科診所,,高雄市三民區建興路３７３號,07 3867833,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502051777,尤啟享診所,,高雄市三民區本揚里澄和路５３號,07 3811515,105/07/28,107/12/31,HM02080001,國高總
3502051795,名祥診所,,高雄市三民區鼎西里鼎力路１１６號,07 3493012,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502052087,天民泌尿科診所,,高雄市三民區平等路１０７號１Ｆ,07 3927073,105/07/28,107/12/31,HM02080001,國高總
3502052274,醫鼎診所,,高雄市三民區裕誠路１０１號１，２樓,07 3506789,105/07/28,107/12/31,HM02080001,國高總
3502052694,育明診所,,高雄市三民區民族一路５３７號一樓．二樓,07 3478461,106/02/15,107/12/31,HM02030002,高雄榮民總醫院居家醫療照護團隊
3502052694,育明診所,,高雄市三民區民族一路５３７號一樓．二樓,07 3478461,106/03/03,107/12/31,HM02070002,高聯醫
3502053940,正中診所,,高雄市三民區正忠路１８號一樓,07 3809900,105/07/28,107/12/31,HM02080001,國高總
3502054250,黃學武家庭醫學科診所,,高雄市三民區大昌二路２３號１樓,07 3815668,105/07/28,107/12/31,HM02080001,國高總
3502054296,長清診所,,高雄市三民區九如一路１３５號１－３樓,07 3851441,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502055275,明榮診所,,高雄市三民區熱河一街３７０號１－２樓,07 3222875,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502055293,元成診所,,高雄市三民區寶業里陽明路８１號１樓,07 3903808,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502060383,清水診所,,高雄市新興區林森一路１０７之１號,07 2210976,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502060561,蘇信福診所,,高雄市新興區林森一路２７４號,07 2379119,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502060632,展華內兒科診所,,高雄市新興區八德一路１８２號,07 2386222,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502061139,毛重富耳鼻喉科診所,,高雄市新興區復興一路１０７１號,07 2350168,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502062976,家佳診所,,高雄市新興區和平一路１９３號一、二樓,07 2234383,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502063035,蔡瑞聲診所,,高雄市新興區中正三路６３號１樓及夾層,07 2413388,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502063062,增田診所,,高雄市新興區八德一路１５５至１５７號１樓,07 2363128,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502063151,蘇鉉釗耳鼻喉科診所,,高雄市新興區林森一路２７４、２７６號１－２樓,07 2379119,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502063259,偉峰診所,,高雄市新興區林森一路１２６號一樓,07 2820396,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502080107,張清雲內科小兒科診所,,高雄市苓雅區成功一路１５５號,07 3314071,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502080198,靜安診所,,高雄市苓雅區大順三路１９７號,07 2239025,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502080303,徐貴勝診所,,高雄市苓雅區六合路５２號,07 2240668,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502080401,盛田婦產科診所,,高雄市苓雅區興中二路１２號,07 3312686,106/01/20,107/12/31,HM02080002,阮綜合社區居家醫療群
3502083546,童春診所,,高雄市苓雅區武慶三路９８號,07 7210983,106/03/03,107/12/31,HM02070002,高聯醫
3502084230,信君耳鼻喉科診所,,高雄市苓雅區武廟路３０號(１樓),07 7168385,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502090096,邱仲禮診所,,高雄市前鎮區鎮榮街４５號,07 8211363,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502090470,瑞隆診所,,高雄市前鎮區瑞隆路３７３號,07 7512099,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502090621,陳文宏診所,,高雄市前鎮區瑞隆路３１９號,07 7131516,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502090884,瑞安診所,,高雄市前鎮區公正路２６８號,07 7616420,105/11/25,107/12/31,HM02070001,大同居家照護中心
3502090884,瑞安診所,,高雄市前鎮區公正路２６８號,07 7616420,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3502098010,吉泰內科診所,,高雄市前鎮區保泰路４１９號,07 7616000,105/09/29,107/12/31,HM42010001,惠德醫院居家醫療團隊
3502098092,慶大診所,,高雄市前鎮區中華五路９９３號２樓,07 5366226,105/11/25,107/12/31,HM02070001,大同居家照護中心
3503020034,林錦芳診所,,臺中市東勢區豐勢路２８３號１樓,04 25771838,105/05/13,107/12/31,HM03070001,微笑東勢
3503020034,林錦芳診所,,臺中市東勢區豐勢路２８３號１樓,04 25771838,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503020043,東勢潘耳鼻喉科診所,,臺中市東勢區中寧里豐勢路４９６號１樓,04 25880587,105/05/13,107/12/31,HM03070001,微笑東勢
3503020043,東勢潘耳鼻喉科診所,,臺中市東勢區中寧里豐勢路４９６號１樓,04 25880587,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503020089,元和診所,,臺中市東勢區豐勢路３１８號１樓,04 25872113,105/10/03,107/12/31,HM36100001,心分享
3503020098,仁慈診所,,臺中市東勢區豐勢路３１８號１樓、２樓,04 25872113,106/04/21,107/12/31,HM36100001,心分享
3503050032,新活力診所,,臺中市沙鹿區中山路４９３之２號１樓,04 26622395,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3503050032,新活力診所,,臺中市沙鹿區中山路４９３之２號１樓,04 26622395,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503070016,和康神經科診所,V,臺中市后里區福音路２６號１樓,04 25580782,105/05/13,107/12/31,HM03070001,微笑東勢
3503070016,和康神經科診所,,臺中市后里區福音路２６號１樓,04 25580782,106/04/18,107/12/31,HM17060002,臺中榮民總醫院
3503090018,安泰診所,,臺中市潭子區潭興路三段８５號１樓,04 25352796,106/02/17,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3503090018,安泰診所,,臺中市潭子區潭興路三段８５號１樓,04 25352796,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503100028,黃國隆內科診所,,臺中市大雅區民興街６１號１及２樓,04 25687536,106/02/17,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3503100028,黃國隆內科診所,,臺中市大雅區民興街６１號１及２樓,04 25687536,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503150055,英和診所,,臺中市烏日區中山路１段３６７號１樓,04 23376998,106/03/23,107/12/31,HM36100001,心分享
3503170011,全家診所,,臺中市龍井區藝術街１４２巷３號,04 26330053,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503180017,合康診所,,臺中市霧峰區中正路８９２號１樓,04 23330268,106/04/19,107/12/31,HM03180001,慈心
3503200087,群享診所,,臺中市大里區中投西路３段２１５號１樓,04 24181155,105/06/14,107/12/31,HM36100001,心分享
3503200087,群享診所,,臺中市大里區中投西路３段２１５號１樓,04 24181155,106/04/19,107/12/31,HM03180001,慈心
3503240689,美的診所,,臺中市西區民族路３４２號１樓,04 22031915,106/04/26,107/12/31,HM17030002,西區
3503250041,德翔診所,,臺中市南區工學路４６號１樓,04 22639708,105/11/29,107/12/31,HM17040001,健康
3503250265,恆宇診所,,臺中市南區國光路２４１號１樓,04 22872877,106/03/14,107/12/31,HM17040001,健康
3503270034,漢諾威家庭醫學科診所,,臺中市西屯區何安里青海路一段１１２號１、２樓,04 23173069,105/06/14,107/12/31,HM36100001,心分享
3503270034,漢諾威家庭醫學科診所,,臺中市西屯區何安里青海路一段１１２號１、２樓,04 23173069,106/04/18,107/12/31,HM17060002,臺中榮民總醫院
3503270070,全新生活診所,,臺中市西屯區何仁里寧夏路１９９號１樓,04 23156988,106/04/26,107/12/31,HM17030002,西區
3503280512,瑞東診所,,臺中市南屯區嶺東路９１８號１樓,04 23892301,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3503280987,主悅診所,,臺中市南屯區干城街２６９號１樓,04 22540711,106/02/17,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3503290483,光馨家庭醫學科診所,,臺中市北屯區北屯路３８５之５號１樓及３８５之６號１樓,04 22343645,106/04/19,107/12/31,HM03180001,慈心
3505070032,誼仁診所,,臺南市善化區中山路３５０號１樓,06 5817237,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505150026,大內高手診所,,臺南市大內區內江里內庄２６８－２號１樓,06 5761766,105/09/05,107/12/31,HM05310001,荷新整合性照護團隊
3505310013,楊寧娟內科診所,,臺南市永康區崑山里大灣路７９８巷１２號１樓,06 2721231,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505310040,亮心診所,,臺南市永康區中華路６３０號１樓,06 3035160,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505320064,心樂活診所,,臺南市東區凱旋路３９號１樓,06 2383636,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505320368,高愛文內科專科診所,,臺南市東區東光里怡東路１５７號１、２樓,06 2353789,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505330186,邵柏洲骨科診所,,臺南市南區日新里新興路４６７號１、２樓,06 2655959,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505340039,康田診所,,臺南市中西區三合里成功路４４３號１樓,06 2273570,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505340093,忠群診所,,臺南市中西區民生路二段４０３號１樓,06 2280808,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505340280,張文瑞骨科診所,,臺南市中西區天后里西門路二段３９６號１樓,06 2227598,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505340404,楊介元診所,,臺南市中西區西湖里和緯路５段１２９號１、２樓,06 3587769,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505350026,陳育堂診所,,臺南市北區公園路５９９－７號１樓,06 2826006,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505350142,永昌診所,,臺南市北區開元路９５號１樓,06 2374841,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505350179,心悠活診所,,臺南市北區裕民里金華路五段１４號１樓,06 2236766,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505350213,文元診所,,臺南市北區成德里海安路三段６８８號１樓,06 2812692,105/10/05,107/12/31,HM05310001,荷新整合性照護團隊
3505350231,維新診所,,臺南市北區成德里海安路三段５９８、６００號１、２樓,06 2520270,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505350320,陳璿文診所,,臺南市北區文成里文賢路５１８號１樓,06 2803899,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505380024,佳暘骨科診所,,臺南市安平區華平路５４５號１樓,06 2980099,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3505380079,一二三診所,,臺南市安平區慶平路５１７號１樓,06 2956611,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3507070030,學城診所,,高雄市大樹區學城路一段３９號,07 6577033,106/02/22,107/12/31,HM42120001,義大醫院居家醫療整合照護團隊
3507140028,阿蓮康健診所,,高雄市阿蓮區中正路３８３號,07 6317288,105/10/05,107/12/31,HM42030001,旗山區居家醫療照護團隊
3507300953,晴美自由診所,,高雄市左營區自由三路３３７號１－５樓,07 3504992,106/02/10,107/12/31,HM02080002,阮綜合社區居家醫療群
3507310271,楊宗憲診所,,高雄市楠梓區德賢路１６５號１－２樓,07 3663511,105/12/05,107/12/31,HM42030001,旗山區居家醫療照護團隊
3507320142,林正小兒科診所,,高雄市三民區覺民路６４７號１樓,07 3806183,105/07/28,107/12/31,HM02080001,國高總
3507320339,羅中廷診所,,高雄市三民區褒揚街２１８號１樓,07 3966222,106/03/14,107/12/31,HM02070002,高聯醫
3507320704,進安家庭醫學科診所,,高雄市三民區建國三路１４４號１樓,07 2862494,105/12/29,107/12/31,HM02080002,阮綜合社區居家醫療群
3507360066,祥全診所,,高雄市前鎮區一心二路８６號,07 3340393,105/07/28,107/12/31,HM02080001,國高總
3507370035,晴美旗后診所,,高雄市旗津區旗津三路９６２巷２號,07 5710522,106/02/10,107/12/31,HM02080002,阮綜合社區居家醫療群
3511010524,林承興診所,,基隆市中正區北寧路３１９號,02 24694199,105/10/26,107/12/31,HM11070002,紫薇居家醫療團隊
3511020226,紀醫師診所,,基隆市七堵區開元路８３號,02 24554195,106/03/13,107/12/31,HM11070002,紫薇居家醫療團隊
3512010288,吳憲一內科小兒科診所,,新竹市新興里西大路１３５巷１２號,03 5242351,105/06/02,999/12/31,HM12010001,國泰新竹
3512010822,邱診所,,新竹市東區振興里振興路１１２號１樓,03 5266288,105/03/30,999/12/31,HM12040001,馨友
3512010984,羅興邦家庭醫學科診所,,新竹市南大路３４４號,03 5267999,105/08/24,999/12/31,HM12040001,馨友
3512011098,清華診所,,新竹市東區建功一路６４號４樓,03 5735050,105/03/30,999/12/31,HM12040001,馨友
3512012728,啟恩小兒科診所,,新竹市東區中央路２６９號１樓,03 5317177,105/03/30,999/12/31,HM12040001,馨友
3512012728,啟恩小兒科診所,,新竹市東區中央路２６９號１樓,03 5317177,105/04/22,999/12/31,HM33030001,馨愛
3512012737,陳志宏眼科診所,,新竹市東區東門街９４號,03 5251469,105/06/02,999/12/31,HM12010001,國泰新竹
3512013010,城佑耳鼻喉科診所,,新竹市東區建中路59號一樓,03 5748329,105/03/30,999/12/31,HM12040001,馨友
3512013565,億安診所,,新竹市東區三民里民族路112號,03 5353256-41,105/03/30,999/12/31,HM12040001,馨友
3512040599,劉復國診所,,新竹市北區中山路４８號,03 5210085,105/03/30,999/12/31,HM12040001,馨友
3512040615,陳吳坤骨科診所,,新竹市北區經國路二段６號,03 5428938,105/06/02,999/12/31,HM12010001,國泰新竹
3512042137,望安診所,,新竹市北區延平路一段３８２號,03 5246779,105/03/30,999/12/31,HM12040001,馨友
3512042280,陳萬龍診所,,新竹市北區東大路二段１８０號,03 5152971,105/03/30,999/12/31,HM12040001,馨友
3512042315,實和診所,V,新竹市北區中山路29號,03 5277333,105/03/30,999/12/31,HM12040001,馨友
3512042520,陳志成耳鼻喉科診所,,新竹市北區民富里西大路619號,03 5258626,105/08/24,999/12/31,HM12040001,馨友
3512042655,祥安診所,,新竹市北區武陵路７３巷２２號１樓,03 5409178,105/03/30,999/12/31,HM12040001,馨友
3517012504,夏幸賢診所,,台中市中區民權路１５４號１樓,04 22227885,105/10/03,107/12/31,HM36100001,心分享
3517012504,夏幸賢診所,,台中市中區民權路１５４號１樓,04 22227885,106/04/19,107/12/31,HM03180001,慈心
3517020917,全威診所,,台中市東區合作里力行路４５號,04 23606146,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3517020917,全威診所,,台中市東區合作里力行路４５號,04 23606146,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517022144,福仁診所,,台中市東區福仁街１４６號１．２樓,04 22110315,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3517022144,福仁診所,,台中市東區福仁街１４６號１．２樓,04 22110315,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517030968,吳東洀小兒科診所,,台中市西區美村路一段３６２號一樓,04 23029672,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3517030968,吳東洀小兒科診所,,台中市西區美村路一段３６２號一樓,04 23029672,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517031018,鄭煒達診所,,台中市西區公益路２１４號１樓及２樓,04 23235136,106/04/19,107/12/31,HM03180001,慈心
3517032006,施英富婦產科診所,,台中市西區公正里東興路３段２２６．２２８．２３０號１．２樓,04 23293176,106/04/26,107/12/31,HM17030002,西區
3517033245,蔡文仁診所,,台中市西區安龍里五權路２－１號,04 22201623,105/11/29,107/12/31,HM17040001,健康
3517033601,游文治精神科診所,,台中市西區中興里美村路一段二二三號一樓,04 23029995,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517033843,美麗兒小兒科診所,,台中市西區向上路１段２４６號１樓,04 23010333,106/04/19,107/12/31,HM03180001,慈心
3517034135,康貝兒小兒科診所,,台中市西區向上路１段５５３號１樓,04 24720515,106/04/26,107/12/31,HM17030002,西區
3517034260,吳孟澤皮膚科診所,V,臺中市西區五權西四街４７號１、２樓及４９號１、２樓,04 23759268,106/04/26,107/12/31,HM17030002,西區
3517040115,羅倫檭診所,,台中市南區國光里仁和路１８５號,04 22871048,105/11/29,107/12/31,HM17040001,健康
3517040526,林恆立耳鼻喉科診所,V,台中市南區復興路３段３３９號１Ｆ,04 22200602,105/11/29,107/12/31,HM17040001,健康
3517040722,文聖診所,,台中市南區復興路一段３６８號１樓、３７０號１樓,04 22635958,105/11/29,107/12/31,HM17040001,健康
3517040900,林志鴻小兒科診所,,台中市南區永興里美村南路１９９號１樓,04 22603552,105/11/29,107/12/31,HM17040001,健康
3517051387,和興診所,,台中市北區健行路８７０-１號１樓,04 22035185,106/04/26,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517051967,祥祐診所,,臺中市北區三民路三段３４８號,04 22315688,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3517051967,祥祐診所,,臺中市北區三民路三段３４８號,04 22315688,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517052660,江坤燦小兒科診所,,台中市北區頂厝里進化北路１１８巷５１．５３號１樓,04 22339598,105/06/14,107/12/31,HM36100001,心分享
3517054468,和康耳鼻喉科診所,,台中市北區健行路８７０-１號１樓,04 22035185,106/04/26,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517063127,佑兒診所,,台中市西屯區大墩路８８７號１樓,04 23205177,106/04/19,107/12/31,HM03180001,慈心
3517070453,蘇晉暉診所,,台中市南屯區向心路３５號,04 23832676,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517072475,康誠診所,,台中市南屯區大墩路７０５號２樓,04 23103968,105/11/29,107/12/31,HM17040001,健康
3517080833,劉昌興小兒科診所,,台中市北屯區四民里四平路３５２號,04 24221656,105/08/19,107/12/31,HM17050001,勝美醫院居家醫療照護團隊
3517080833,劉昌興小兒科診所,,台中市北屯區四民里四平路３５２號,04 24221656,106/04/01,107/12/31,HM17060002,臺中榮民總醫院
3517080977,安安診所,,台中市北屯區北屯路２９９－４號１樓,04 22304309,105/08/12,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517081885,冠達復健科診所,,台中市北屯區平田里昌平路１段１５２號．１５４號１～２樓,04 22322542,105/08/12,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517083352,光仁骨外科診所,,台中市北屯區北屯路３８５之２、之３、之７號１樓及３８５號２樓,04 22341479,106/04/19,107/12/31,HM03180001,慈心
3517083558,弘光婦產科診所,V,臺中市北屯區東山路１段３０８號４樓,04 24378500,105/08/12,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517083567,東山家庭醫學科診所,,台中市北屯區東山路１段３０８號１樓,04 24378500,105/08/12,107/12/31,HM17080001,北屯國光居家整合照護團隊
3517083923,元亨診所,,臺中市北屯區松竹路２段３０３號１、２樓,04 22413959,106/04/19,107/12/31,HM03180001,慈心
3521010956,呂怡璋小兒科診所,,台南市東區前鋒路４１號,06 2748014,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521011024,薛澤杰復健科診所,,台南市東區東門路１段２９８號１樓Ｂ樓,06 2386150,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521011051,吳美華小兒科診所,,台南市東區凱旋路４２號,06 2740172,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521011097,謝明憲內科診所,,台南市東區中西里長榮路２段９３號,06 2086360,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521011382,高榮志家庭醫學科診所,,台南市東區林森路二段６３號,06 2763456,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521012549,華恆輝家庭醫學科診所,,台南市東區崇善路６１６號１樓,06 3358088,105/11/17,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521012610,丁慶雄耳鼻喉科診所,,台南市東區裕農路６１３號１樓,06 2371000,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521013073,活水神經內科診所,,台南市東區崇明路２０５號,06 3357513,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521013546,江錫輝診所,,臺南市東區龍山里林森路１段３６３號１樓,06 2748888,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521013662,璺到底皮膚專科診所,,臺南市東區德光里崇明路１５３之１號１樓,06 2882555,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521013680,佳一家庭診所,,臺南市東區東光路１段１３２號１樓,06 2360513,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521013760,崇幼診所,,臺南市東區崇善路３６６－２號１樓,06 2600313,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521020596,林孟津小兒科診所,,台南市南區文南里建南路１１９號,06 2610883,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521020747,吳南宏家庭醫學科診所,,台南市南區文南里文南路７２號１樓,06 2920800,105/11/17,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521020827,張祐禎家庭醫學科診所,,台南市南區中華南路二段７２號,06 2920909,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521030298,洪敏元耳鼻喉科診所,,台南市中西區大勇街１１１號,06 2212257,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521030396,郭宗男婦產科診所,,台南市西區金華路三段１２４號,06 2295230,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521030494,張富全診所,,台南市西區永華路１９８號,06 2220516,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521030529,陳俊宏診所,,台南市中西區民生路二段３７０號１樓,06 2508361,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
